Protein_Group	Protein_Ids	Protein_Names	Genes	First_Protein_Description	control_r1	control_r2	control_r3	MI_IZ_r1	MI_IZ_r2	MI_IZ_r3	MI_IZ_r4	MI_remote_r1	MI_remote_r2	MI_remote_r3	MI_remote_r4
P58771	P58771	TPM1_MOUSE	Tpm1		699099	605004	708700	525177	469662	416303	224321	633344	596693	696977	684771
P58771;P21107	P58771;P21107	TPM1_MOUSE;TPM3_MOUSE	Tpm1;Tpm3		571439	709564	633859	560715	487590	613931	339871	613292	652636	774310	793066
P58774	P58774	TPM2_MOUSE	Tpm2		485642	404998	540427	368568	349232	358043	240967	480583	448846	563340	572485
P58774;P58771	P58774;P58771	TPM1_MOUSE;TPM2_MOUSE	Tpm1;Tpm2		615727	482842	545573	466374	403144	363111	224831	574381	479987	602023	573177
P58774;P58771;P21107;D3Z2H9	P58774;P58771;P21107;D3Z2H9	D3Z2H9_MOUSE;TPM1_MOUSE;TPM2_MOUSE;TPM3_MOUSE	Tpm1;Tpm2;Tpm3;Tpm3-rs7		1.85906E+06	1.41758E+06	1.61234E+06	1.31271E+06	1.23195E+06	87521.1	729903	1.57302E+06	1.53588E+06	1.5446E+06	781261
P58774;P58771;P21107;D3Z2H9;Q6IRU2	P58774;P58771;P21107;D3Z2H9;Q6IRU2	D3Z2H9_MOUSE;TPM1_MOUSE;TPM2_MOUSE;TPM3_MOUSE;TPM4_MOUSE	Tpm1;Tpm2;Tpm3;Tpm3-rs7;Tpm4		299849	251725	204714	292644	286004	268258	143706	441073	405164	436071	460162
P58774;Q6IRU2	P58774;Q6IRU2	TPM2_MOUSE;TPM4_MOUSE	Tpm2;Tpm4		3132.93	3705.78	3190.63	13687.7	7668.26	11455.7	13436.5	4231.46	8497.07	3853.93	5035.99
P58871	P58871	TB182_MOUSE	Tnks1bp1		1296.5	589.534	866.909	1362.53		1196.37	2297.25	1313.82	1471.95	1190.65	1681.93
P59017	P59017	B2L13_MOUSE	Bcl2l13		13502.7	15265.7	15808	10500.1	11617.4	11187.3	7024.03	15148.5	13601.8	13502.4	13866
P59279;P53994	P59279;P53994	RAB2A_MOUSE;RAB2B_MOUSE	Rab2a;Rab2b		5351.38	4888.58	5156.19	6153.98	6771.35	8589.04	5806.63	5576.41	6762.32	5026.77	6824.82
P59325	P59325	IF5_MOUSE	Eif5		4658.88	4286.73	4067.68	10135	9567.66	9282.14	7468.67	6596.69	8074.01	6871.53	6958.4
P59672	P59672	ANS1A_MOUSE	Anks1a		4426.24	4169.07	4381.19	3400.97	3880.77	3127.72	3301.32	5225.95	4975.46	5003.01	3978.72
P59999	P59999	ARPC4_MOUSE	Arpc4		5807.12	6235.44	5915	12444.6	14681.7	13622.2	20663.5	8609.06	7053.22	8989.13	7880.06
P60122	P60122	RUVB1_MOUSE	Ruvbl1		4108.57	3672.65	3462.06	6608.34	7213.95	7303.56	6986	4620.98	5437.93	4557.98	5234.17
P60229	P60229	EIF3E_MOUSE	Eif3e		10971.7	11806	11260.4	17155.2	22514	20497	22892.3	14946.7	17453	13159.8	15347.6
P60335	P60335	PCBP1_MOUSE	Pcbp1		14474.6	16910.1	15221	24967.2	26521	20367.3	19909.8	17908.7	20879.2	16327.2	17885.7
P60670	P60670	NPL4_MOUSE	Nploc4		1942.87	1775.56	1730.22	2294.85	2532.47		3141.63	2306.95	2590.33	2119.62	2253.59
P60710;P63260	P60710;P63260	ACTB_MOUSE;ACTG_MOUSE	Actb;Actg1		213037	211923	181107	715336	613432	682188	801595	291324	345421	264257	254308
P60710;P68134;P68033;P63260	P60710;P68134;P68033;P63260	ACTB_MOUSE;ACTC_MOUSE;ACTG_MOUSE;ACTS_MOUSE	Acta1;Actb;Actc1;Actg1		36153.8	513863	458949	5873.71	107385	5861.84	277972	230929	934205	1.05313E+06	3797.35
P60766	P60766	CDC42_MOUSE	Cdc42		5073.88	5751.29	5285.64	7734.27	7392.96	7248.01	7804.73	4779.11	5797.87	4868.85	6212.34
P60824	P60824	CIRBP_MOUSE	Cirbp		2565.86	2565.6	2869.68	1818.61	2654.53	1787.71	2025.68	2765.74	1697.27	2295.35	1735.07
P60843	P60843	IF4A1_MOUSE	Eif4a1		4968.88	4119.01	4707.69	9241.35	11098.7	10177.4	9393.63	5990.38	7463.56	5555.21	6993.82
P60867	P60867	RS20_MOUSE	Rps20		16425	17725.4	14814.4	22961.3	25146.6	21553.1	25871.1	19990.5	20716.5	18185.1	22456.2
P60904	P60904	DNJC5_MOUSE	Dnajc5		1987.36	1946.1	2135.85	1430.33	1782.91	3944.79	3063.43	2244.71	2504.84	2063.14	1327.35
P61014	P61014	PPLA_MOUSE	Pln		51620.2	74686.9	106605	76353.6	105304	49835	21269.1	73976	117360	112357	85855.7
P61021	P61021	RAB5B_MOUSE	Rab5b		9773.62	13830.8	12327.6	10440.6	12331.3	11596.3	14485.3	11525.5	12709.9	12563.8	12371
P61022	P61022	CHP1_MOUSE	Chp1		2734.27	1757.84	3394.25	2627.63	3012.86	4160.42		2369.86	2967.03	2516.62	
P61027	P61027	RAB10_MOUSE	Rab10		6221.37	8166.51	6492.93	7226.76	8796.33	9540.87	8379.52	8534.71	8312.43	8655.04	9395.33
P61028	P61028	RAB8B_MOUSE	Rab8b		2483.35	1361.31		2090.31	2739.35	4347.17	4974.75	1336.51			1923.43
P61079	P61079	UB2D3_MOUSE	Ube2d3		6031.45		5335.36	13366.4	3126.19		6675.29	4789.3	4532.57	5816.41	10214.2
P61082	P61082	UBC12_MOUSE	Ube2m		7051.41	7420.28	7121.61	10029.3	8239.04	7713.35	4756.11	6569.24	7880.72	7627.54	7303.97
P61089	P61089	UBE2N_MOUSE	Ube2n		11316.1	12459.1	11235.2	13576.6	12190.4	10160.1	7430.87	10449.5	10782.5	10395.1	12097.3
P61161	P61161	ARP2_MOUSE	Actr2		15476.7	14623.7	14419.5	32102.7	28475.4	31183.4	34301.4	16442.1	16418.3	14298.2	17967
P61164	P61164	ACTZ_MOUSE	Actr1a		2946.66	3553.29	3073.15	3450.75	3541.39	2880.52	4767.28	4769	4832.81	4060.7	2301.09
P61202	P61202	CSN2_MOUSE	Cops2		3453.22	4270	4163.15	4258.28	6049.51	4446.45	5601.36	4182.8	5405.43	4424.18	5512.47
P61205;P84078	P61205;P84078	ARF1_MOUSE;ARF3_MOUSE	Arf1;Arf3		12710.6	9550.34	13266.9	15712.3	17158.7	16821.4	19452.2	13792	22069.4	16099	17727.7
P61205;Q8BSL7;P84078	P61205;Q8BSL7;P84078	ARF1_MOUSE;ARF2_MOUSE;ARF3_MOUSE	Arf1;Arf2;Arf3		5011.38	7459.24	5691.13	8455.51	6017.13	8153.38	7361.28	7389.4	7677.26	7151.64	7629.38
P61205;Q8BSL7;P84084;P61750;P84078	P61205;Q8BSL7;P84084;P61750;P84078	ARF1_MOUSE;ARF2_MOUSE;ARF3_MOUSE;ARF4_MOUSE;ARF5_MOUSE	Arf1;Arf2;Arf3;Arf4;Arf5		10139.3	6926.57	8376.47	13670.3	13028.1	16012.5	10242.7	8788.96	11238.1	10256.7	12892.8
P61211	P61211	ARL1_MOUSE	Arl1		620.513	835.662	1189.7	991.607	1766.53		3534.91	1474.83	1453.84	863.637	2249.44
P61222	P61222	ABCE1_MOUSE	Abce1		4161.2	2993.8	3569.16	5765.19	6191.89	5758.46	5564.76	3931.71	4735.34	4300.04	5532.86
P61255	P61255	RL26_MOUSE	Rpl26		20868.8	22303	21817.1	34874.9	41268.7	38785.8	31333.1	25665.1	30524.3	23826.3	26531.2
P61327	P61327	MGN_MOUSE	Magoh					1930.77		4268.29	5716.57				
P61327;Q9CQL1	P61327;Q9CQL1	MGN2_MOUSE;MGN_MOUSE	Magoh;Magohb					1196.2							
P61358	P61358	RL27_MOUSE	Rpl27		21086.3	25209.3	20329.1	38224.3	47103.3	43074.5	43318.3	30643.8	32444.5	27116	36366.6
P61514	P61514	RL37A_MOUSE	Rpl37a		1558.38	1635.22	1519.48	2712.9	1715.55	1728.35	1948.82	2120.69	1797.89	1315.73	1042.13
P61620	P61620	S61A1_MOUSE	Sec61a1		2418.21	2814.27	1990.22	2780.59	4513.13	3036.18	4869.38	2505.36	2788.24	2517.48	2984.48
P61750	P61750	ARF4_MOUSE	Arf4		5055.77	5309.63	4624.4	11759.7	10836.5	10100.6	6712.35	6353.39	6953.37	5464.98	7700.21
P61759	P61759	PFD3_MOUSE	Vbp1		2197.54	1208.03	1903.63	3186.78	2221.83	2930.45	2789.22	1838.7	2382.31	1975.19	2340.45
P61804	P61804	DAD1_MOUSE	Dad1		5894.96	8420.04	5569.9	6004.67	8677.65	9044.19	11815.2	7411.14	6892.13	6313.35	7123.32
P61922	P61922	GABT_MOUSE	Abat		3637.44	4557.1	3529.73	3335.05	4319.69	2773.14		3580.91	5888.9	3651.39	4859.24
P61957;Q9Z172	P61957;Q9Z172	SUMO2_MOUSE;SUMO3_MOUSE	Sumo2;Sumo3		4609.58	5072.43	4822.4	7969.35	8886.46	7468.04	8331.01	6061.89	7928.93	6233.8	5972.88
P61971	P61971	NTF2_MOUSE	Nutf2		2365.03	2801.92	3971.69	6525.58	2933.03	4817.76	3330.68	2420.93	3504.33	3094.47	3670.66
P61979	P61979	HNRPK_MOUSE	Hnrnpk		26638.7	30801.9	27506	42071.8	48930.6	44191.6	46589.2	30840	39391.2	31957.1	34133.7
P61982	P61982	1433G_MOUSE	Ywhag		33483.2	37568.9	39514	50712	37644.7	31504.6	24414.5	41929.7	42737	43201.4	38123.6
P61982;P68510	P61982;P68510	1433F_MOUSE;1433G_MOUSE	Ywhag;Ywhah		6813.32	5533.25	6291.61	7738.77	6116.27	7549.72	6066.73	6796.63	7401.37	7717.04	8335.56
P62071	P62071	RRAS2_MOUSE	Rras2		4805.07	4062.5	5147.97	6237.41	6244.09	7798.96	4911.37	5425.27	5751.6	4378.59	4833.9
P62073	P62073	TIM10_MOUSE	Timm10		9411.51	12545.2	11210	10718.4	10195.9	14408.4	10451.1	11005.3	12472.1	12081.7	12697.7
P62075	P62075	TIM13_MOUSE	Timm13		14135.7	16528.5	18117.4	15054.5	14616.3	15163	9669.17	17069.7	12966.2	15325.6	17033
P62077	P62077	TIM8B_MOUSE	Timm8b		10610.4	11465.7	9615.49	8706.19	9745.36	7453.02	5479.35	9991.73	8633.36	9448.93	9553.43
P62082	P62082	RS7_MOUSE	Rps7		11827.7	13494.7	14709.9	19156.9	23176	22295.3	23457.3	17273.6	18922.9	17470.1	17491.6
P62137	P62137	PP1A_MOUSE	Ppp1ca		3212.9	4064.47	3149.59	6496.19	5859.09	4269.52	6093.39	3762.52	4310.95	4158.58	4228.4
P62137;P62141	P62137;P62141	PP1A_MOUSE;PP1B_MOUSE	Ppp1ca;Ppp1cb		6463.75	7277.42	6471.23	7784.56	7204.1	4483.18	6116.19	5996.53	6283.96	6622.71	5565.89
P62137;P62141;P63087	P62137;P62141;P63087	PP1A_MOUSE;PP1B_MOUSE;PP1G_MOUSE	Ppp1ca;Ppp1cb;Ppp1cc		5814.83	4275.87	5567.7	6968.75	4659.46	5484.18	4106.87	5201.59	5721.96	5257.33	3868.25
P62141	P62141	PP1B_MOUSE	Ppp1cb		7168.79	5870.23	7157.95	6727.66	7485.43	5998.95	6048.63	7076.21	7636.7	6983.21	8007.86
P62192	P62192	PRS4_MOUSE	Psmc1		7712.47	7678.16	7124.48	10043	10248.2	10251.6	8029.57	8652.06	10589.3	8706.62	9696.1
P62196	P62196	PRS8_MOUSE	Psmc5		6330.72	6065.09	6258.04	7980.42	9010.64	8362.35	7088.73	7353.17	8672.28	7138.39	6977.29
P62242	P62242	RS8_MOUSE	Rps8		33346.1	39059.5	34557.5	60055.9	69255.8	58491	51086.5	43673.1	54779.9	42658.7	42056.4
P62245	P62245	RS15A_MOUSE	Rps15a		26553.8	28582.6	26840.3	46644.6	56735	54832.7	48701.5	39889.5	42854.9	33486.9	37515.1
P62259	P62259	1433E_MOUSE	Ywhae		29334.2	26981	26293.5	46880.2	36452.8	31522.3	25419.3	32328	41383.7	35597.3	34910
P62264	P62264	RS14_MOUSE	Rps14		28889.9	24766.5	25773	48892.2	47959.9	42950.9	47353.9	38609.5	42374.3	35325	31664.7
P62267	P62267	RS23_MOUSE	Rps23		6077.84	5412.09	2419.33	6983.33	6370.92	12225	11840.4	3901.76	6753.59	6305.04	7908.04
P62274	P62274	RS29_MOUSE	Rps29		6960.89	3507.17	7559.82	8616.99	12300.2	10215.3	4999.39	9074.96	10101.8	9201.19	8265.62
P62281	P62281	RS11_MOUSE	Rps11		14843.9	17566.5	16459.9	29516.2	29881.9	30151	24228.5	21300.2	24397.3	16944.7	20944.7
P62301	P62301	RS13_MOUSE	Rps13		14155.9	18213.9	14242	24353.4	27896.8	28222.5	25743.6	19069.4	21438.7	18320.5	20287.9
P62305	P62305	RUXE_MOUSE	Snrpe		2581.86		2571.6	2670.7		3953.57		2946.06	3838.35	3072.95	
P62307	P62307	RUXF_MOUSE	Snrpf		3246.55	3121.62	3496.88	4927.58	7832.21	7308.97	7625.26	3802.8	3905.36	2869.06	5014.12
P62309	P62309	RUXG_MOUSE	Snrpg		5612.55	5185.25	4300.81	9314.94	7231.74	11575.1	14121.3	4070.97	7263.71	4059.08	7129.36
P62311	P62311	LSM3_MOUSE	Lsm3		1487.55	2263.55	1853.14	2376.4	2556.27	2385.36	3713.75	1749.1	1809.13	1901.07	2587.37
P62313	P62313	LSM6_MOUSE	Lsm6		3969.66	3872.51	3477.2	7333.19	6031.98	5303.17	4704.42	4020.56	4520.04	4768.69	4917.55
P62315	P62315	SMD1_MOUSE	Snrpd1		4145.36	4118.49	4247.31	6705.56	8371.75		11310.7	4099	6523.77	6031.23	
P62317	P62317	SMD2_MOUSE	Snrpd2		6049.54	6750.19	7281.9	10780.1	13900.4	12075.1	14808.2	7990.78	9575.76	7938.41	8420.35
P62320	P62320	SMD3_MOUSE	Snrpd3		5888.61	6183.48	6439.93	10387.5	13069.9	11264.4	12725.3	6833.34	8834.48	6915.48	9147.65
P62334	P62334	PRS10_MOUSE	Psmc6		9319.79	10331	9198.04	12356.5	13269.5	10897.2	12254.3	10541.7	12911.3	10703.4	11793.1
P62342	P62342	SELT_MOUSE	Selenot		2275.15	1511.68	2171.22	2002.53	1658.41	3106.91	2556.31	1704.58	2088.68	2024.22	2443.64
P62492;P46638	P62492;P46638	RB11A_MOUSE;RB11B_MOUSE	Rab11a;Rab11b		33353	35487.8	30504.5	41237.5	44242.8	45435.7	46888.4	38882	41532.8	37592.1	40309.8
P62492;P46638;Q9WTL2	P62492;P46638;Q9WTL2	RAB25_MOUSE;RB11A_MOUSE;RB11B_MOUSE	Rab11a;Rab11b;Rab25		9913.65	11658.9	9352.11	12981.1	14025.3	14749.9	13981.8	11167.2	13600.3	13089.9	11032.3
P62500	P62500	T22D1_MOUSE	Tsc22d1		846.513		530.225	1216.31		1440.53		1187.93	1339.49	1359.78	1909.35
P62627	P62627	DLRB1_MOUSE	Dynlrb1		2309.78	2507.7	2327.91	2304.88	2321.57		3186.94	2542.99	1620.47	2131.18	
P62631	P62631	EF1A2_MOUSE	Eef1a2		26885.9	21746	31681.4	27283	23614.8	23618	11762.7	24064.1	20530.3	29095.3	22860.5
P62702	P62702	RS4X_MOUSE	Rps4x		15128.4	15934.4	14821.9	23453.5	28295.2	24576	27473.6	19884	20480.2	19340.4	18748.7
P62717	P62717	RL18A_MOUSE	Rpl18a		7608.62	8973.73	7864.44	13792.6	15100.8	13601.6	14373.5	10690.1	10763.2	8840.29	8989.94
P62737;P68134;P68033	P62737;P68134;P68033	ACTA_MOUSE;ACTC_MOUSE;ACTS_MOUSE	Acta1;Acta2;Actc1		391567	423818	471757	414506	431031	361919	191012	515290	479124	620436	568381
P62743	P62743	AP2S1_MOUSE	Ap2s1		12494.8	9890.26	13699	14612	18144.9	17964.1	15015.1	17029.4	15382	13816.3	9307.28
P62751	P62751	RL23A_MOUSE	Rpl23a		43389.6	48993.2	42351.6	74402.4	87853.7	104053	78677.9	62158.2	66438	57605.9	59424.7
P62754	P62754	RS6_MOUSE	Rps6		33344.8	41557.3	36482.2	70493.1	71095	68675.8	63779.6	51185.8	53922.2	46688.3	45936.8
P62806	P62806	H4_MOUSE	H4f16		424953	490454	475950	626750	911492	903940	1.38067E+06	484373	565469	395062	415693
P62814	P62814	VATB2_MOUSE	Atp6v1b2		7418.66	7579.7	7296.68	11400.1	10627.2	12302.8	13237.3	8651.27	8938.34	7152.9	11158.6
P62821	P62821	RAB1A_MOUSE	Rab1A		11816	11177.2	10850	13607.6	12116.9	15423.7	13164.2	12329.7	12772.4	11340.2	12552.7
P62827	P62827	RAN_MOUSE	Ran		4412.44	1487.56	3989.09	6615.46	4170.76	4587.08	2434.54		4315.29	2242.58	
P62827;Q14AA6	P62827;Q14AA6	Q14AA6_MOUSE;RAN_MOUSE	1700009N14Rik;Ran		13828.8	15279.4	12737.4	27105.5	23113.8	26496.5	19843.5	13734.9	17981.7	15842.9	14260.8
P62830	P62830	RL23_MOUSE	Rpl23		12818.6	19249.2	16158.9	24349.2	28616.3	21220.7	27805.3	18378.9	21829.6	16909.5	22725.1
P62835	P62835	RAP1A_MOUSE	Rap1a		6447.65	7785.78	7215.87	8559.01	11213	14284.9	10768	8845.47	8364.11	8693.72	7085.64
P62835;Q99JI6	P62835;Q99JI6	RAP1A_MOUSE;RAP1B_MOUSE	Rap1a;Rap1b		16721.4	17733	16097.3	24592	25533.7	31811.6	33721.3	16990	20435.6	16504.8	20591.8
P62838;P61079;Q6ZWY6	P62838;P61079;Q6ZWY6	U2D2B_MOUSE;UB2D2_MOUSE;UB2D3_MOUSE	Ube2d2;Ube2d2b;Ube2d3		3933.19	4562.11	5298.79	10407.5	7602.44	3008.95	4025.42	5084.39	5719.32	5506.86	6194.82
P62843	P62843	RS15_MOUSE	Rps15		3572.42	2902.4	3614.18	5244.08	8473.61	10618.2	7585.87	5592.62	5883.32	3894.37	5883.99
P62849	P62849	RS24_MOUSE	Rps24		4528.14	4649.28	4988.77	6289.54	7299.87	8904.04	6664.54	6570.02	6496.3	6573.94	8039.67
P62852	P62852	RS25_MOUSE	Rps25		32073.8	37811.2	28597.1	50279.2	63514.5	54729.8	57838.1	42220	41180.8	34975.5	44006.8
P62855	P62855	RS26_MOUSE	Rps26		14571.6	23665	21474	24699.6	39887	30549.1	31780.6	29372	32348.2	27126.4	25414
P62858	P62858	RS28_MOUSE	Rps28		8539.61	7293.39	8819.13	16101.9	15408.2	11822	12544	9075.64	10529	9634.29	13485
P62869	P62869	ELOB_MOUSE	Elob		3094.98	2500.59	2823.7	4122.09	3467.5		2903.28	1814.35		3674.47	3290.58
P62874	P62874	GBB1_MOUSE	Gnb1		7855.76	8705.16	10526	9879.19	9756.12	8240.26	9074.05	7491.51	9226.24	7489.64	8530.15
P62874;P62880	P62874;P62880	GBB1_MOUSE;GBB2_MOUSE	Gnb1;Gnb2		25726.8	23003.8	30401.3	28574.1	29938.7	31475	30542.7	27427	25354	19556.1	21305.9
P62874;Q61011;P62880	P62874;Q61011;P62880	GBB1_MOUSE;GBB2_MOUSE;GBB3_MOUSE	Gnb1;Gnb2;Gnb3							11469.5	7246.21				2075.48
P62878	P62878	RBX1_MOUSE	Rbx1		2467.81	2448.53	2752.1	3545.65	3492.12			2549.17	3692.83		
P62880	P62880	GBB2_MOUSE	Gnb2		11364.5	9937.98	9833.18	9449.8	10385.8	12641.8	9736.58	10990.8	10302.4	9486.97	7914.05
P62889	P62889	RL30_MOUSE	Rpl30		12595	13718.2	14846.5	22232.2	21831.8	23967.1	23838.2	19523.6	16989.2	16214.2	18422.6
P62892	P62892	RL39_MOUSE	Rpl39		4775.78	2341.07	3676.14	7427.65	7344.28		6354.65	4470.57	5588.96	5616.02	
P62897	P62897	CYC_MOUSE	Cycs		91628.7	82803.2	94190.7	128977	76523	73032.6	48116.6	87003.2	94022.8	115591	87146.8
P62897;Cont_P00004	P62897;Cont_P00004	CYC_HORSE;CYC_MOUSE	CYCS;Cycs		96770	56331.8	77472.5	94594.4	76698.1		40912.7	98025.8	81277.1	96445.1	13267.5
P62897;P00015;Cont_P00004	P62897;P00015;Cont_P00004	CYC2_MOUSE;CYC_HORSE;CYC_MOUSE	CYCS;Cycs;Cyct		15666.3	22042.5		28783.5	15569.6	27466	12927.2			24488.2	23020.2
P62900	P62900	RL31_MOUSE	Rpl31		22019.9	23428.1	23568	40303.4	45699.4	45276	38131.9	31425.1	36823.4	30961	31331.2
P62908	P62908	RS3_MOUSE	Rps3		21956.1	23689.6	22434.3	40097.1	43374	43136.9	33872.4	29022.4	32820.9	26319.6	29489.8
P62911	P62911	RL32_MOUSE	Rpl32		3314.97	3276.22	2874.04	5593.53	5750.25	6114.82	4566.04	4688.85	4156.1	3309.72	3937.7
P62918	P62918	RL8_MOUSE	Rpl8		35466.9	38034.3	38059.1	63276.4	63431.1	79078.4	62856.6	40919.5	51882.7	39232.3	42654
P62932	P62932	FBX40_MOUSE	Fbxo40		3358.02	3893.36	3645.35					2834.02	3052.17	3052.91	
P62960	P62960	YBOX1_MOUSE	Ybx1		5213.54	6433.74	6578.47	11641.6	10957.9	7994.64	8369.12	7976.14	8818.24	6703.34	6728.09
P62962	P62962	PROF1_MOUSE	Pfn1		21037.6	26888.5	23433	47309.8	38006.4	39904.5	42129.3	22811	29718	24962.1	30074.4
P62996	P62996	TRA2B_MOUSE	Tra2b		9117.34	7499.38	10751	13800.9	12144.3	11045.8	15034.8	9531.61	9083.37	9719.6	10053.2
P63001	P63001	RAC1_MOUSE	Rac1		6724.5	6241.31	6227.92	8529.82	5217.55	6422.64	7498.13	6285.14	4960.63	6406.72	3308.49
P63001;P60764;Q05144	P63001;P60764;Q05144	RAC1_MOUSE;RAC2_MOUSE;RAC3_MOUSE	Rac1;Rac2;Rac3		30371.6	25855.1	26532.3	63661.6	43831	54752.8	61981.5	33068.6	29733.3	24794	16841.8
P63001;Q05144	P63001;Q05144	RAC1_MOUSE;RAC2_MOUSE	Rac1;Rac2		3143.31	3053.6	2617.99	5535.77	4144.13	4383.74	7206.44	3250.9	2899.77	3639.99	3351.58
P63005	P63005	LIS1_MOUSE	Pafah1b1		9122.04	8840.13	8331.97	12622.5	10884.4	9612.09	9313.46	9933.77	10416.4	9699.12	10353.1
P63011	P63011	RAB3A_MOUSE	Rab3a		4372.22	4154.64	4581.64	4070.22	4118.16	3490.17	2691.38	4052.61	5671.11	4220.57	5624.81
P63017	P63017	HSP7C_MOUSE	Hspa8		186622	191295	206372	317773	291555	269294	213650	240852	272160	226722	246939
P63017;P17156	P63017;P17156	HSP72_MOUSE;HSP7C_MOUSE	Hspa2;Hspa8		107648	88749.6	102166	151989	142762	147357	107570	123243	141670	126224	124179
P63017;P17156;P20029;P16627	P63017;P17156;P20029;P16627	BIP_MOUSE;HS71L_MOUSE;HSP72_MOUSE;HSP7C_MOUSE	Hspa1l;Hspa2;Hspa5;Hspa8		28002.3	34340.8	27150.4	37633	40941.4	47399.4	48441.3	37973.4	45028.5	37856.1	52507.8
P63028	P63028	TCTP_MOUSE	Tpt1		3814.4	5230.82	5101.21	13020.2	7115.61	5452.44	4868.38	5407.3	7676.39	4804.02	7264.54
P63030	P63030	MPC1_MOUSE	Mpc1		75969.9	84675.8	83640.1	62798.1	48449.7	48913	30207.9	75460.7	58982.8	72374.6	72484.8
P63037	P63037	DNJA1_MOUSE	Dnaja1		2097.92	2230.54	2212.59	5436.96	4664.01	4464.24	3981.43	2539.56	3685.08	2585.4	2709.32
P63038	P63038	CH60_MOUSE	Hspd1		91087	93967.6	101009	105816	82859.6	77698.9	54010.6	91471.7	89977.9	102788	85131.1
P63044	P63044	VAMP2_MOUSE	Vamp2		1406.26	1472.26	1054.96	1246.11	1267.94	1089.63		1563.2	1355.53	1601.13	
P63044;P63024	P63044;P63024	VAMP2_MOUSE;VAMP3_MOUSE	Vamp2;Vamp3		960.367	937.418	1014.22	765.862	1403.71	1333.32		724.269	745.388	592.617	603.008
P63073	P63073	IF4E_MOUSE	Eif4e		3170.94	3146.41	2589.96	4004.72	3689.38	6450.07	6517.75	3600.99	4149.63	3490.12	3466.21
P63085	P63085	MK01_MOUSE	Mapk1		10992.5	12398.4	10813.5	14935	13703.5	12253.5	16151.7	12287.4	14880.7	12553	13793.2
P63087	P63087	PP1G_MOUSE	Ppp1cc		3339.44	3917.9	3333.46	5591.15	5915.83	4998.6	4901.11	4670.27	5040.6	4543.01	4546.14
P63101	P63101	1433Z_MOUSE	Ywhaz		22325.5	26979.9	25088.7	50941.6	31694.7	34016.2	31186.7	30256.2	33703.3	24542.7	21628.7
P63101;O70456;Q9CQV8;P61982;P68510;P62259;P68254	P63101;O70456;Q9CQV8;P61982;P68510;P62259;P68254	1433B_MOUSE;1433E_MOUSE;1433F_MOUSE;1433G_MOUSE;1433S_MOUSE;1433T_MOUSE;1433Z_MOUSE	Sfn;Ywhab;Ywhae;Ywhag;Ywhah;Ywhaq;Ywhaz		57403.3	85544.9	69051.8	116956	92377.3	69780.2	83200.5	70823.4	87517.1	62831.9	83490.1
P63101;Q9CQV8;P68254	P63101;Q9CQV8;P68254	1433B_MOUSE;1433T_MOUSE;1433Z_MOUSE	Ywhab;Ywhaq;Ywhaz		3095.7	4523.57	3925.4	5309.78	5588.04	4024.81	3285.41		6047.11	3240.98	3604.56
P63158	P63158	HMGB1_MOUSE	Hmgb1		10832.7	9801.96	11749.3	13795.8	17049.7	14996.4	13246.2	11405.3	11514.2	8580.82	9380.67
P63158;P30681	P63158;P30681	HMGB1_MOUSE;HMGB2_MOUSE	Hmgb1;Hmgb2		5462.15	5856.48	7513.2	10494	9795.91	5425.4	8281.74	4801.89	7077.21	4354.21	2799.41
P63163;P27048	P63163;P27048	RSMB_MOUSE;RSMN_MOUSE	Snrpb;Snrpn		3311.6	3368.62	2967.86	3124.88	5383.77	6505.71	6509.02	4055.52	3646.17	3715.61	5867.38
P63168;Q9D0M5	P63168;Q9D0M5	DYL1_MOUSE;DYL2_MOUSE	Dynll1;Dynll2		2538.25	2839.12	2449.9	3116.04	3293.87	3841.37	3126.74	1219.08	3351.51	3167.35	2761.87
P63168;Q9D0M5;Q80ZS7	P63168;Q9D0M5;Q80ZS7	DYL1_MOUSE;DYL2_MOUSE;Q80ZS7_MOUSE	BC048507;Dynll1;Dynll2		11969.7	9431.45	10030.1	8859.52	10284.4		7659.27	11816.6	15206.7	13361.2	3540.63
P63213	P63213	GBG2_MOUSE	Gng2				2068.32	2879.57	3206.46	2889.91	6936.86	2033.58	1194.06		1507.16
P63242	P63242	IF5A1_MOUSE	Eif5a		4751.28	4849.83	4463.69	12261.6	7275.85	5902.22	7503.41	4506.74	4687.53	5290.3	5330.7
P63254	P63254	CRIP1_MOUSE	Crip1		13750	12448.1	12736.4	35737.3	31531.2	41890.9	30816.6	17666.7	21325	20129.7	16446.1
P63268	P63268	ACTH_MOUSE	Actg2		32577.9	19338.2	26788		11481.2	11061.5	7600.33	17335.3	15291.1	15409	23415.2
P63268;P62737	P63268;P62737	ACTA_MOUSE;ACTH_MOUSE	Acta2;Actg2			3210.02	7945.54				1875.02	1036.15	14560.2	8386.76	
P63268;P62737;P60710;P68134;P68033;P63260	P63268;P62737;P60710;P68134;P68033;P63260	ACTA_MOUSE;ACTB_MOUSE;ACTC_MOUSE;ACTG_MOUSE;ACTH_MOUSE;ACTS_MOUSE	Acta1;Acta2;Actb;Actc1;Actg1;Actg2		2.15436E+06	2.23231E+06	2.54356E+06	2.54256E+06	2.13359E+06	1.76472E+06	1.2216E+06	2.44871E+06	2.20155E+06	2.54563E+06	2.8305E+06
